subjectID,trial_index,rt,response,prompt,color_rgb,color_index,Age,Gender
0jh5udwz2u,9,4131.7,-110,sunshine,a0bae6,13,32,Male
0jh5udwz2u,10,3850.7,60,sunshine,cc4f1b,61,32,Male
0jh5udwz2u,11,3293,-161,sunshine,a553c8,8,32,Male
0jh5udwz2u,12,8497.9,175,sunshine,d0b85a,57,32,Male
0jh5udwz2u,13,4004,-106,sunshine,39f6e0,20,32,Male
0jh5udwz2u,14,4991.4,197,sunshine,d0e942,67,32,Male
0jh5udwz2u,15,5727.1,-41,sunshine,83764c,42,32,Male
0jh5udwz2u,16,3156.5,-54,sunshine,2f6ef6,0,32,Male
0jh5udwz2u,17,3726.4,-168,sunshine,608218,53,32,Male
0jh5udwz2u,18,13538.6,-196,sunshine,512d5f,14,32,Male
0jh5udwz2u,19,3041.3,-179,sunshine,72005e,17,32,Male
0jh5udwz2u,20,3256.9,-152,sunshine,b62ef2,3,32,Male
0jh5udwz2u,21,4949.7,-134,sunshine,a06776,31,32,Male
0jh5udwz2u,22,3251.6,-165,sunshine,73cf10,64,32,Male
0jh5udwz2u,23,4576.8,-149,sunshine,777777,26,32,Male
0jh5udwz2u,24,3612.3,82,sunshine,eddcad,44,32,Male
0jh5udwz2u,25,4311.6,124,sunshine,c8e97d,55,32,Male
0jh5udwz2u,26,3024.5,-45,sunshine,8558f4,2,32,Male
0jh5udwz2u,27,3771.5,56,sunshine,c7b88b,43,32,Male
0jh5udwz2u,28,3089.3,-142,sunshine,cd26c7,9,32,Male
0jh5udwz2u,29,9846.7,-24,sunshine,b9b9b9,27,32,Male
0jh5udwz2u,30,2198.3,123,sunshine,fba714,70,32,Male
0jh5udwz2u,31,4735.8,-187,sunshine,443b14,41,32,Male
0jh5udwz2u,32,4796.1,-108,sunshine,5e78a1,12,32,Male
0jh5udwz2u,33,16870.8,-108,sunshine,c34f74,33,32,Male
0jh5udwz2u,34,3334.7,-79,sunshine,077acc,4,32,Male
0jh5udwz2u,35,3097.1,-128,sunshine,9af443,65,32,Male
0jh5udwz2u,36,8398.4,-81,sunshine,3b8378,21,32,Male
0jh5udwz2u,37,3078.2,-127,sunshine,b8509e,18,32,Male
0jh5udwz2u,38,3297.5,54,sunshine,f7a75a,60,32,Male
0jh5udwz2u,39,11339.8,-101,sunshine,184415,37,32,Male
0jh5udwz2u,40,8683.4,-4,sunshine,ffffff,28,32,Male
0jh5udwz2u,41,2834.1,-40,sunshine,746bca,6,32,Male
0jh5udwz2u,42,3876,-13,sunshine,a2eade,23,32,Male
0jh5udwz2u,43,3250.8,-151,sunshine,90689f,15,32,Male
0jh5udwz2u,44,3339.9,-131,sunshine,3efe44,63,32,Male
0jh5udwz2u,45,3010.6,-175,sunshine,67cf5c,51,32,Male
0jh5udwz2u,46,7143.1,22,sunshine,c94e4b,48,32,Male
0jh5udwz2u,47,2703.5,-57,sunshine,7ec6ba,22,32,Male
0jh5udwz2u,48,3831.5,-125,sunshine,8cf47e,52,32,Male
0jh5udwz2u,49,4603.4,-134,sunshine,4bcf8e,35,32,Male
0jh5udwz2u,50,3220.6,-200,sunshine,3b3b3b,25,32,Male
0jh5udwz2u,51,2201.9,-157,sunshine,55824d,38,32,Male
0jh5udwz2u,52,4555.6,-125,sunshine,96c58c,39,32,Male
0jh5udwz2u,53,3016,63,sunshine,aac510,66,32,Male
0jh5udwz2u,54,9326.5,33,sunshine,ea1d1d,62,32,Male
0jh5udwz2u,55,5777.3,-1,sunshine,dddddd,29,32,Male
0jh5udwz2u,56,4891.5,145,sunshine,f7db7c,58,32,Male
0jh5udwz2u,57,4592.2,-200,sunshine,0,24,32,Male
0jh5udwz2u,58,4256.4,-120,sunshine,a3c55b,54,32,Male
0jh5udwz2u,59,5846,-200,sunshine,600b84,7,32,Male
0jh5udwz2u,60,5382.4,-145,sunshine,e31b73,34,32,Male
0jh5udwz2u,61,4547.1,157,sunshine,d5b811,68,32,Male
0jh5udwz2u,62,6266,-110,sunshine,e6a8b7,32,32,Male
0jh5udwz2u,63,4157.8,51,sunshine,f1a78a,47,32,Male
0jh5udwz2u,64,43731.8,-92,sunshine,a8664b,46,32,Male
0jh5udwz2u,65,3338.2,-30,sunshine,3518ad,1,32,Male
0jh5udwz2u,66,4740,93,sunshine,897618,56,32,Male
0jh5udwz2u,67,3477.9,-114,sunshine,1c3d61,11,32,Male
0jh5udwz2u,68,2629.7,-116,sunshine,2e3086,5,32,Male
0jh5udwz2u,69,2458.5,-148,sunshine,632b14,45,32,Male
0jh5udwz2u,70,3163.1,14,sunshine,e81a4b,49,32,Male
0jh5udwz2u,71,4417,-108,sunshine,baeaaf,40,32,Male
0jh5udwz2u,72,2810.9,-57,sunshine,4dc7e8,10,32,Male
0jh5udwz2u,73,5781.4,-197,sunshine,5e2b3a,30,32,Male
0jh5udwz2u,74,2430.7,-87,sunshine,73f5b0,36,32,Male
0jh5udwz2u,75,3218.7,98,sunshine,ac6619,59,32,Male
0jh5udwz2u,76,2361.6,142,sunshine,fcdb42,69,32,Male
0jh5udwz2u,77,5172.8,-116,sunshine,d5a9e4,16,32,Male
0jh5udwz2u,78,3290.3,-82,sunshine,0e8a19,50,32,Male
0jh5udwz2u,79,20445.4,-104,sunshine,db1f9d,19,32,Male
0jh5udwz2u,82,4486.8,-109,shade,c34f74,33,32,Male
0jh5udwz2u,83,3173.8,75,shade,777777,26,32,Male
0jh5udwz2u,84,3871.6,-50,shade,dddddd,29,32,Male
0jh5udwz2u,85,5267.3,17,shade,5e2b3a,30,32,Male
0jh5udwz2u,86,2453.6,-164,shade,d0e942,67,32,Male
0jh5udwz2u,87,1935.2,-79,shade,fba714,70,32,Male
0jh5udwz2u,88,4195.9,41,shade,4bcf8e,35,32,Male
0jh5udwz2u,89,4350.4,3,shade,3efe44,63,32,Male
0jh5udwz2u,90,2161.4,64,shade,2e3086,5,32,Male
0jh5udwz2u,91,4947.9,-62,shade,a8664b,46,32,Male
0jh5udwz2u,92,3249.5,-157,shade,fcdb42,69,32,Male
0jh5udwz2u,93,3930.9,200,shade,3b3b3b,25,32,Male
0jh5udwz2u,94,4430.7,10,shade,4dc7e8,10,32,Male
0jh5udwz2u,95,8252.3,-47,shade,aac510,66,32,Male
0jh5udwz2u,96,3854.7,-103,shade,f7a75a,60,32,Male
0jh5udwz2u,97,5209.9,99,shade,512d5f,14,32,Male
0jh5udwz2u,98,2716.8,81,shade,632b14,45,32,Male
0jh5udwz2u,99,4202.3,-119,shade,e81a4b,49,32,Male
0jh5udwz2u,100,3562.1,67,shade,90689f,15,32,Male
0jh5udwz2u,101,3613.2,31,shade,746bca,6,32,Male
0jh5udwz2u,102,3818.3,85,shade,96c58c,39,32,Male
0jh5udwz2u,103,4342,0,shade,eddcad,44,32,Male
0jh5udwz2u,104,4234.6,60,shade,0e8a19,50,32,Male
0jh5udwz2u,105,3674.5,110,shade,600b84,7,32,Male
0jh5udwz2u,106,3503.7,42,shade,077acc,4,32,Male
0jh5udwz2u,107,3045.4,122,shade,608218,53,32,Male
0jh5udwz2u,108,2363.3,66,shade,8cf47e,52,32,Male
0jh5udwz2u,109,2797.8,-46,shade,cc4f1b,61,32,Male
0jh5udwz2u,110,2722.7,35,shade,b62ef2,3,32,Male
0jh5udwz2u,111,3579.7,180,shade,0,24,32,Male
0jh5udwz2u,112,2714.5,90,shade,a553c8,8,32,Male
0jh5udwz2u,113,3061.4,-82,shade,ac6619,59,32,Male
0jh5udwz2u,114,7775.8,116,shade,5e78a1,12,32,Male
0jh5udwz2u,115,5625.1,131,shade,1c3d61,11,32,Male
0jh5udwz2u,116,5416.6,157,shade,443b14,41,32,Male
0jh5udwz2u,117,13286.8,-10,shade,b9b9b9,27,32,Male
0jh5udwz2u,118,2353.6,-115,shade,e31b73,34,32,Male
0jh5udwz2u,119,2849.5,40,shade,2f6ef6,0,32,Male
0jh5udwz2u,120,4676.7,7,shade,f1a78a,47,32,Male
0jh5udwz2u,121,3162.1,60,shade,a2eade,23,32,Male
0jh5udwz2u,122,2571.6,115,shade,55824d,38,32,Male
0jh5udwz2u,123,6939.2,74,shade,a0bae6,13,32,Male
0jh5udwz2u,124,3334.6,-136,shade,f7db7c,58,32,Male
0jh5udwz2u,125,30285.1,-59,shade,d5b811,68,32,Male
0jh5udwz2u,126,3352.5,-25,shade,ffffff,28,32,Male
0jh5udwz2u,127,2099.1,104,shade,83764c,42,32,Male
0jh5udwz2u,128,2901,31,shade,7ec6ba,22,32,Male
0jh5udwz2u,129,2528.7,103,shade,72005e,17,32,Male
0jh5udwz2u,130,3316.2,49,shade,3518ad,1,32,Male
0jh5udwz2u,131,2846.1,136,shade,184415,37,32,Male
0jh5udwz2u,132,2495.6,70,shade,3b8378,21,32,Male
0jh5udwz2u,133,4254.8,65,shade,a3c55b,54,32,Male
0jh5udwz2u,134,4748.8,-98,shade,c94e4b,48,32,Male
0jh5udwz2u,135,12759.7,68,shade,d0b85a,57,32,Male
0jh5udwz2u,136,4259.7,-34,shade,a06776,31,32,Male
0jh5udwz2u,137,5958.1,-92,shade,cd26c7,9,32,Male
0jh5udwz2u,138,3039.5,33,shade,c7b88b,43,32,Male
0jh5udwz2u,139,5437.9,-61,shade,9af443,65,32,Male
0jh5udwz2u,140,3093.6,43,shade,73f5b0,36,32,Male
0jh5udwz2u,141,2855.7,-113,shade,d5a9e4,16,32,Male
0jh5udwz2u,142,2970.9,20,shade,73cf10,64,32,Male
0jh5udwz2u,143,2842.2,64,shade,c8e97d,55,32,Male
0jh5udwz2u,144,2547.9,63,shade,baeaaf,40,32,Male
0jh5udwz2u,145,3940.7,-62,shade,b8509e,18,32,Male
0jh5udwz2u,146,6542.4,35,shade,e6a8b7,32,32,Male
0jh5udwz2u,147,4055,71,shade,67cf5c,51,32,Male
0jh5udwz2u,148,3697.3,-105,shade,db1f9d,19,32,Male
0jh5udwz2u,149,2842.6,-168,shade,ea1d1d,62,32,Male
0jh5udwz2u,150,4071.9,14,shade,39f6e0,20,32,Male
0jh5udwz2u,151,4270.8,-32,shade,8558f4,2,32,Male
0jh5udwz2u,152,3386.4,116,shade,897618,56,32,Male
0jh5udwz2u,155,6653.1,-153,celery,f7a75a,60,32,Male
0jh5udwz2u,156,3703.9,109,celery,d0e942,67,32,Male
0jh5udwz2u,157,5860,-175,celery,a553c8,8,32,Male
0jh5udwz2u,158,4106.9,141,celery,67cf5c,51,32,Male
0jh5udwz2u,159,2318.4,66,celery,0e8a19,50,32,Male
0jh5udwz2u,160,4626.7,30,celery,96c58c,39,32,Male
0jh5udwz2u,161,2224.5,-170,celery,db1f9d,19,32,Male
0jh5udwz2u,162,2684.4,200,celery,73cf10,64,32,Male
0jh5udwz2u,163,3261.8,-154,celery,d5a9e4,16,32,Male
0jh5udwz2u,164,2531.2,23,celery,184415,37,32,Male
0jh5udwz2u,165,3925,-152,celery,90689f,15,32,Male
0jh5udwz2u,166,8095.7,-138,celery,7ec6ba,22,32,Male
0jh5udwz2u,167,6757.3,-86,celery,f7db7c,58,32,Male
0jh5udwz2u,168,2353.1,-131,celery,897618,56,32,Male
0jh5udwz2u,169,3413.1,-140,celery,a0bae6,13,32,Male
0jh5udwz2u,170,2724.2,-155,celery,5e78a1,12,32,Male
0jh5udwz2u,171,2848.7,-36,celery,fcdb42,69,32,Male
0jh5udwz2u,172,3181.2,-138,celery,4dc7e8,10,32,Male
0jh5udwz2u,173,3021.7,-187,celery,512d5f,14,32,Male
0jh5udwz2u,174,2762.5,-126,celery,b8509e,18,32,Male
0jh5udwz2u,175,3636.1,-172,celery,e81a4b,49,32,Male
0jh5udwz2u,176,2617.8,85,celery,55824d,38,32,Male
0jh5udwz2u,177,4421.6,-60,celery,d5b811,68,32,Male
0jh5udwz2u,178,2238.3,-143,celery,5e2b3a,30,32,Male
0jh5udwz2u,179,2629.6,200,celery,3efe44,63,32,Male
0jh5udwz2u,180,3177.2,150,celery,9af443,65,32,Male
0jh5udwz2u,181,2450.5,-200,celery,3b3b3b,25,32,Male
0jh5udwz2u,182,2307.5,-61,celery,d0b85a,57,32,Male
0jh5udwz2u,183,3073.7,48,celery,c8e97d,55,32,Male
0jh5udwz2u,184,3338.4,-116,celery,3b8378,21,32,Male
0jh5udwz2u,185,8095,-58,celery,a2eade,23,32,Male
0jh5udwz2u,186,2257.1,30,celery,4bcf8e,35,32,Male
0jh5udwz2u,187,6238.4,-165,celery,ffffff,28,32,Male
0jh5udwz2u,188,2134.1,-94,celery,c7b88b,43,32,Male
0jh5udwz2u,189,4287.7,-161,celery,b62ef2,3,32,Male
0jh5udwz2u,190,2224.8,-123,celery,ac6619,59,32,Male
0jh5udwz2u,191,4351.5,-129,celery,8558f4,2,32,Male
0jh5udwz2u,192,2741.9,-172,celery,600b84,7,32,Male
0jh5udwz2u,193,3998.4,-115,celery,a06776,31,32,Male
0jh5udwz2u,194,2543.3,-85,celery,39f6e0,20,32,Male
0jh5udwz2u,195,4039.8,-50,celery,eddcad,44,32,Male
0jh5udwz2u,196,1978.6,-146,celery,cc4f1b,61,32,Male
0jh5udwz2u,197,1943,-115,celery,1c3d61,11,32,Male
0jh5udwz2u,198,4765.5,55,celery,baeaaf,40,32,Male
0jh5udwz2u,199,2601.3,-80,celery,e6a8b7,32,32,Male
0jh5udwz2u,200,2210.1,-167,celery,632b14,45,32,Male
0jh5udwz2u,201,7343.8,128,celery,aac510,66,32,Male
0jh5udwz2u,202,2337.4,-120,celery,2f6ef6,0,32,Male
0jh5udwz2u,203,2404.8,-150,celery,746bca,6,32,Male
0jh5udwz2u,204,5481.2,-151,celery,2e3086,5,32,Male
0jh5udwz2u,205,5291.5,106,celery,608218,53,32,Male
0jh5udwz2u,206,2191.3,-143,celery,3518ad,1,32,Male
0jh5udwz2u,207,3573.5,-110,celery,cd26c7,9,32,Male
0jh5udwz2u,208,4644.1,-80,celery,443b14,41,32,Male
0jh5udwz2u,209,3233.7,81,celery,8cf47e,52,32,Male
0jh5udwz2u,210,3406.7,-139,celery,72005e,17,32,Male
0jh5udwz2u,211,2426,-147,celery,c94e4b,48,32,Male
0jh5udwz2u,212,3090.5,-189,celery,777777,26,32,Male
0jh5udwz2u,213,2115.5,-35,celery,fba714,70,32,Male
0jh5udwz2u,214,2175.5,-117,celery,e31b73,34,32,Male
0jh5udwz2u,215,2912.4,-96,celery,077acc,4,32,Male
0jh5udwz2u,216,3686.3,-165,celery,dddddd,29,32,Male
0jh5udwz2u,217,3219.4,31,celery,73f5b0,36,32,Male
0jh5udwz2u,218,2738.6,-82,celery,a8664b,46,32,Male
0jh5udwz2u,219,5141.7,-182,celery,b9b9b9,27,32,Male
0jh5udwz2u,220,2643.1,-69,celery,83764c,42,32,Male
