subjectID,trial_index,rt,response,prompt,color_rgb,color_index,Age,Gender
0gtm10s7uk,9,3073.3,-81,a lot of shade,#777777,26,31,Male
0gtm10s7uk,10,2135.7,-129,a lot of shade,#fba714,70,31,Male
0gtm10s7uk,11,1340.6,-106,a lot of shade,#f7db7c,58,31,Male
0gtm10s7uk,12,1490.2,-49,a lot of shade,#d0e942,67,31,Male
0gtm10s7uk,13,1400.4,49,a lot of shade,#3b8378,21,31,Male
0gtm10s7uk,14,1364.7,51,a lot of shade,#600b84,7,31,Male
0gtm10s7uk,15,1440.2,-50,a lot of shade,#d5b811,68,31,Male
0gtm10s7uk,16,2311,128,a lot of shade,#b9b9b9,27,31,Male
0gtm10s7uk,17,2096.7,200,a lot of shade,#3b3b3b,25,31,Male
0gtm10s7uk,18,1913.2,83,a lot of shade,#72005e,17,31,Male
0gtm10s7uk,19,1961.6,-153,a lot of shade,#dddddd,29,31,Male
0gtm10s7uk,20,2183.2,-158,a lot of shade,#0e8a19,50,31,Male
0gtm10s7uk,22,4253.6,-70,no shade,#72005e,17,31,Male
0gtm10s7uk,23,3540.1,-187,no shade,#b9b9b9,27,31,Male
0gtm10s7uk,24,1526.9,-180,no shade,#dddddd,29,31,Male
0gtm10s7uk,25,2528.4,200,no shade,#3b3b3b,25,31,Male
0gtm10s7uk,26,1493.9,-112,no shade,#0e8a19,50,31,Male
0gtm10s7uk,27,2341.2,-200,no shade,#d0e942,67,31,Male
0gtm10s7uk,28,2399.4,110,no shade,#3b8378,21,31,Male
0gtm10s7uk,29,1793.7,21,no shade,#fba714,70,31,Male
0gtm10s7uk,30,1789.2,-143,no shade,#600b84,7,31,Male
0gtm10s7uk,31,1524.4,-58,no shade,#f7db7c,58,31,Male
0gtm10s7uk,32,1667.3,153,no shade,#777777,26,31,Male
0gtm10s7uk,33,1232.5,-86,no shade,#d5b811,68,31,Male
0gtm10s7uk,37,1945.2,-116,celery,#d0e942,67,31,Male
0gtm10s7uk,38,2392.9,196,celery,#a3c55b,54,31,Male
0gtm10s7uk,39,1320.3,115,celery,#9af443,65,31,Male
0gtm10s7uk,40,2141.4,44,celery,#443b14,41,31,Male
0gtm10s7uk,41,1466.3,-33,celery,#67cf5c,51,31,Male
0gtm10s7uk,42,1799.3,115,celery,#96c58c,39,31,Male
0gtm10s7uk,43,1319.9,48,celery,#c8e97d,55,31,Male
0gtm10s7uk,44,1682.4,-126,celery,#4bcf8e,35,31,Male
0gtm10s7uk,45,1699.5,-148,celery,#73f5b0,36,31,Male
