subjectID,Gender,Age,xPair,colorPair,trial_index,rt,whichSideDark,selectedDarkSide,response,newresponse,unsignedResponse,darkResponse
66666,Male,28,1466,46,31,2860,1,1,-98,-0.49,0.49,0.49
66666,Male,28,1466,46,102,2135.6,0,1,36,0.18,0.18,0.18
22222,Male,25,1466,46,45,17819.6,1,1,-200,-1,1,1
55555,male,33,1466,46,64,3412.2,1,1,-116,-0.58,0.58,0.58
33333,fema,23,1466,46,114,4934,1,1,-200,-1,1,1
22222,Male,25,1466,46,80,3157,0,1,126,0.63,0.63,0.63
66666,Male,28,1467,47,64,2118.8,0,1,155,0.775,0.775,0.775
22222,Male,25,1467,47,56,6861.7,1,1,-106,-0.53,0.53,0.53
55555,male,33,1467,47,66,2817.3,0,1,21,0.105,0.105,0.105
55555,male,33,1467,47,87,10607.4,1,1,-146,-0.73,0.73,0.73
33333,fema,23,1467,47,91,2489,0,1,200,1,1,1
33333,fema,23,1467,47,63,3162,1,1,-200,-1,1,1
22222,Male,25,1467,47,76,3295.9,0,1,120,0.6,0.6,0.6
66666,Male,28,1467,47,86,3387.4,1,1,-70,-0.35,0.35,0.35
33333,fema,23,1527,48,54,3579,1,1,-200,-1,1,1
66666,Male,28,1527,48,79,3669.3,0,1,61,0.305,0.305,0.305
66666,Male,28,1527,48,32,7763.6,1,1,-8,-0.04,0.04,0.04
55555,male,33,1527,48,119,8335.6,1,1,-38,-0.19,0.19,0.19
22222,Male,25,1527,48,86,3670.7,0,1,48,0.24,0.24,0.24
55555,male,33,1527,48,15,3624.4,0,1,102,0.51,0.51,0.51
33333,fema,23,1527,48,112,3127,0,1,200,1,1,1
22222,Male,25,1527,48,9,3881.3,1,1,-12,-0.06,0.06,0.06
22222,Male,25,1528,49,55,11388.4,0,1,39,0.195,0.195,0.195
55555,male,33,1528,49,44,6332.8,1,-1,53,0.265,0.265,-0.265
33333,fema,23,1528,49,87,2347,0,1,200,1,1,1
66666,Male,28,1528,49,17,4302,0,1,14,0.07,0.07,0.07
55555,male,33,1528,49,79,4659.4,0,-1,-15,-0.075,0.075,-0.075
33333,fema,23,1528,49,16,3978,1,1,-200,-1,1,1
66666,Male,28,1528,49,93,7236.5,1,1,-18,-0.09,0.09,0.09
22222,Male,25,1528,49,79,4326.1,1,1,-5,-0.025,0.025,0.025
22222,Male,25,1558,50,59,4317.9,1,1,-144,-0.72,0.72,0.72
33333,fema,23,1558,50,71,2618,1,1,-200,-1,1,1
33333,fema,23,1558,50,8,3592,0,1,200,1,1,1
66666,Male,28,1558,50,60,2142.5,0,1,133,0.665,0.665,0.665
55555,male,33,1558,50,37,7156.7,1,1,-138,-0.69,0.69,0.69
22222,Male,25,1558,50,101,2467.1,0,1,136,0.68,0.68,0.68
66666,Male,28,1558,50,121,1862.5,1,1,-192,-0.96,0.96,0.96
55555,male,33,1558,50,108,3068.3,0,1,200,1,1,1
22222,Male,25,1638,51,60,3326.7,1,1,-89,-0.445,0.445,0.445
66666,Male,28,1638,51,81,5861.7,1,1,-95,-0.475,0.475,0.475
33333,fema,23,1638,51,75,2532,0,1,200,1,1,1
66666,Male,28,1638,51,58,3375,0,1,40,0.2,0.2,0.2
22222,Male,25,1638,51,84,1910.5,0,1,118,0.59,0.59,0.59
55555,male,33,1638,51,124,6848.8,0,1,87,0.435,0.435,0.435
55555,male,33,1638,51,14,6642,1,1,-200,-1,1,1
33333,fema,23,1638,51,59,2681,1,1,-200,-1,1,1
22222,Male,25,1646,52,99,2653.7,0,1,48,0.24,0.24,0.24
33333,fema,23,1646,52,14,13778,1,1,-170,-0.85,0.85,0.85
66666,Male,28,1646,52,105,3553,0,1,89,0.445,0.445,0.445
33333,fema,23,1646,52,79,5757,0,-1,-3,-0.015,0.015,-0.015
66666,Male,28,1646,52,40,6086.5,1,1,-48,-0.24,0.24,0.24
55555,male,33,1646,52,97,4878.4,0,1,43,0.215,0.215,0.215
55555,male,33,1646,52,67,3250.3,1,1,-23,-0.115,0.115,0.115
22222,Male,25,1646,52,39,5062.6,1,1,-11,-0.055,0.055,0.055
66666,Male,28,1674,53,63,6020.2,1,1,-23,-0.115,0.115,0.115
66666,Male,28,1674,53,99,2457.9,0,1,113,0.565,0.565,0.565
22222,Male,25,1674,53,21,5630.2,1,1,-84,-0.42,0.42,0.42
22222,Male,25,1674,53,85,2669,0,1,45,0.225,0.225,0.225
33333,fema,23,1674,53,62,13891,0,1,16,0.08,0.08,0.08
55555,male,33,1674,53,30,8866.6,0,1,88,0.44,0.44,0.44
55555,male,33,1674,53,100,3046.8,1,1,-53,-0.265,0.265,0.265
33333,fema,23,1674,53,100,7159,1,1,-33,-0.165,0.165,0.165
22222,Male,25,1776,54,33,2808.4,1,1,-91,-0.455,0.455,0.455
66666,Male,28,1776,54,111,3227.6,0,1,155,0.775,0.775,0.775
33333,fema,23,1776,54,15,3424,0,1,200,1,1,1
33333,fema,23,1776,54,116,5471,1,1,-200,-1,1,1
66666,Male,28,1776,54,57,2685.2,1,1,-143,-0.715,0.715,0.715
55555,male,33,1776,54,57,3893.8,1,1,-200,-1,1,1
22222,Male,25,1776,54,123,3558.4,0,1,130,0.65,0.65,0.65
55555,male,33,1776,54,110,4112.7,0,1,200,1,1,1
22222,Male,25,1784,55,25,2621.9,0,1,160,0.8,0.8,0.8
22222,Male,25,1784,55,92,4314,1,1,-126,-0.63,0.63,0.63
66666,Male,28,1784,55,37,2504.7,0,1,157,0.785,0.785,0.785
66666,Male,28,1784,55,126,3103.4,1,1,-172,-0.86,0.86,0.86
33333,fema,23,1784,55,34,5738,0,1,200,1,1,1
33333,fema,23,1784,55,123,2228,1,1,-200,-1,1,1
55555,male,33,1784,55,24,2338.9,1,1,-200,-1,1,1
55555,male,33,1784,55,107,4335.6,0,1,200,1,1,1
55555,male,33,1803,56,39,40952,1,1,-48,-0.24,0.24,0.24
55555,male,33,1803,56,129,3460.8,0,1,7,0.035,0.035,0.035
66666,Male,28,1803,56,89,3453.9,0,1,45,0.225,0.225,0.225
66666,Male,28,1803,56,59,3323.4,1,1,-51,-0.255,0.255,0.255
22222,Male,25,1803,56,20,22155.2,0,1,98,0.49,0.49,0.49
33333,fema,23,1803,56,41,7937,1,1,-65,-0.325,0.325,0.325
33333,fema,23,1803,56,82,6422,0,1,105,0.525,0.525,0.525
22222,Male,25,1803,56,72,5708.6,1,1,-70,-0.35,0.35,0.35
33333,fema,23,1807,57,74,2856,0,1,200,1,1,1
55555,male,33,1807,57,28,5576.4,0,1,97,0.485,0.485,0.485
66666,Male,28,1807,57,23,2104.2,0,1,160,0.8,0.8,0.8
22222,Male,25,1807,57,52,10039,0,1,109,0.545,0.545,0.545
55555,male,33,1807,57,120,3502.1,1,1,-66,-0.33,0.33,0.33
33333,fema,23,1807,57,33,8332,1,1,-97,-0.485,0.485,0.485
66666,Male,28,1807,57,116,3058.9,1,1,-146,-0.73,0.73,0.73
22222,Male,25,1807,57,122,2460.9,1,1,-125,-0.625,0.625,0.625
55555,male,33,darknessCheck1,58,96,6512.2,0,-1,-4,-0.02,0.02,-0.02
22222,Male,25,darknessCheck1,58,53,22409.1,0,1,10,0.05,0.05,0.05
33333,fema,23,darknessCheck1,58,73,7965,1,1,-2,-0.01,0.01,0.01
66666,Male,28,darknessCheck1,58,75,1768.8,1,-1,18,0.09,0.09,-0.09
66666,Male,28,darknessCheck1,58,22,4851,0,-1,-28,-0.14,0.14,-0.14
33333,fema,23,darknessCheck1,58,58,7311,0,1,0,0,0,0
55555,male,33,darknessCheck1,58,25,9369,1,-1,6,0.03,0.03,-0.03
22222,Male,25,darknessCheck1,58,70,4129.2,1,1,-9,-0.045,0.045,0.045
22222,Male,25,darknessCheck2,59,54,6192.4,0,-1,-9,-0.045,0.045,-0.045
66666,Male,28,darknessCheck2,59,56,5951.4,1,1,-8,-0.04,0.04,0.04
55555,male,33,darknessCheck2,59,101,4138,0,1,10,0.05,0.05,0.05
66666,Male,28,darknessCheck2,59,78,2837.9,0,-1,-11,-0.055,0.055,-0.055
33333,fema,23,darknessCheck2,59,126,3150,1,-1,1,0.005,0.005,-0.005
22222,Male,25,darknessCheck2,59,103,4353.7,1,-1,5,0.025,0.025,-0.025
33333,fema,23,darknessCheck2,59,31,16272,0,-1,-14,-0.07,0.07,-0.07
55555,male,33,darknessCheck2,59,38,5128.9,1,-1,9,0.045,0.045,-0.045
33333,fema,23,darknessCheck3,60,25,3148,1,1,200,-1,1,1
55555,male,33,darknessCheck3,60,122,1828.6,1,1,200,-1,1,1
55555,male,33,darknessCheck3,60,33,2122.6,0,1,-200,1,1,1
66666,Male,28,darknessCheck3,60,52,2199.8,0,1,-200,1,1,1
66666,Male,28,darknessCheck3,60,98,1454,1,1,200,-1,1,1
22222,Male,25,darknessCheck3,60,130,2639,1,1,200,-1,1,1
33333,fema,23,darknessCheck3,60,108,2477,0,1,-200,1,1,1
22222,Male,25,darknessCheck3,60,51,11764.9,0,1,-200,1,1,1
